trajectory,method,t0,T,ns,deltat,runtime,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49
0,CLEAR,0,1000,100,10,94.120000,0.017000,0.020000,0.020000,0.000000,0.020000,0.008000,0.020000,0.020000,0.020000,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000
1,CLEAR,0,1000,100,10,94.280000,-0.001000,0.012000,0.020000,0.017000,0.020000,0.020000,0.020000,0.020000,0.020000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,CLEAR,0,1000,100,10,93.770000,0.020000,0.018000,0.000000,0.013000,0.020000,0.020000,0.020000,0.020000,0.004000,0.007000,0.000000,0.000000,0.012000,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,0.000000,0.000000,0.004000,0.013000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,CLEAR,0,1000,100,10,94.230000,0.000000,0.009000,0.009000,0.009000,0.009000,-0.000450,0.009000,0.000000,0.009000,0.009000,0.001800,0.001800,0.009000,0.000000,0.001800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009000,0.000000,0.001800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000450,0.009000,0.000000,0.001800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,CLEAR,0,1000,100,10,91.970000,0.020000,0.020000,0.020000,0.012000,0.000000,0.020000,0.020000,0.000000,0.020000,0.002000,0.000000,0.000000,-0.001000,0.000000,0.014000,0.000000,-0.001000,-0.001000,0.000000,0.000000,-0.001000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,-0.001000,0.020000,0.000000,0.004000,0.000000,0.017000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,CLEAR,0,1000,100,10,92.090000,0.010000,0.010000,0.004500,0.010000,0.010000,0.010000,0.010000,0.006000,0.010000,0.010000,0.000000,0.000000,-0.000500,0.000000,0.000000,0.000000,0.008000,0.000000,0.000000,0.000000,-0.000500,-0.000500,0.000000,0.000000,0.000000,0.000000,0.001500,0.000000,0.000000,0.000000,0.000000,0.000000,0.004000,0.006000,-0.000500,0.006000,0.000000,0.006000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000500,-0.000500,0.000000
6,CLEAR,0,1000,100,10,90.840000,0.000000,0.020000,0.020000,0.000000,0.020000,0.020000,0.020000,0.020000,0.020000,0.020000,0.000000,0.000000,0.000000,0.020000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7,CLEAR,0,1000,100,10,90.170000,0.008000,0.020000,0.020000,0.020000,0.020000,0.020000,0.020000,0.020000,0.020000,-0.001000,-0.001000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.004000,0.000000,0.000000,-0.001000,0.002000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8,CLEAR,0,1000,100,10,88.620000,0.000000,0.002000,0.020000,0.020000,0.020000,0.020000,-0.001000,0.020000,0.020000,0.020000,0.000000,0.000000,0.000000,-0.001000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9,CLEAR,0,1000,100,10,92.290000,0.020000,0.018000,0.020000,0.000000,0.020000,0.020000,0.020000,0.020000,0.020000,0.020000,0.020000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.004000,0.000000,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000,0.004000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10,CLEAR,0,1000,100,10,92.070000,0.020000,0.016000,0.020000,0.020000,0.020000,-0.001000,0.020000,0.000000,0.020000,0.020000,0.000000,0.020000,0.002000,0.000000,-0.001000,0.000000,0.018000,0.000000,0.000000,0.020000,0.000000,0.000000,0.002000,0.000000,0.002000,-0.001000,0.002000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,-0.001000,0.000000,0.000000,0.000000
11,CLEAR,0,1000,100,10,94.260000,0.020000,0.020000,0.020000,0.012000,0.020000,0.000000,0.014000,0.020000,0.020000,0.020000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000,0.002000,0.016000,0.000000,0.020000,0.002000,0.000000,0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,CLEAR,0,1000,100,10,87.180000,0.006000,0.000000,0.008000,0.008000,0.020000,0.008000,0.020000,0.020000,0.000000,0.020000,0.020000,-0.001000,0.000000,0.010000,0.000000,0.000000,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,0.000000,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,CLEAR,0,1000,100,10,91.000000,0.020000,0.020000,0.020000,0.008000,0.002000,0.016000,0.020000,0.016000,0.020000,0.019000,0.006000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,CLEAR,0,1000,100,10,91.590000,0.020000,0.020000,0.020000,0.014000,0.016000,0.010000,0.020000,-0.001000,0.020000,0.004000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.020000,0.000000,0.006000,0.000000,0.000000,0.002000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,0.000000,0.000000,0.012000,0.006000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,-0.001000
15,CLEAR,0,1000,100,10,91.590000,0.001200,0.008000,0.008000,-0.000400,0.008000,0.008000,0.008000,0.008000,0.008000,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008000,0.000000,0.000000,0.000000,0.004400,0.000000,0.008000,0.008000,0.000000,0.000000,0.000000,0.003600,0.003200,0.000000,0.000000,0.000000,0.000000,0.000000,0.008000,0.000000,0.008000,0.000000,0.008000,0.001200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,CLEAR,0,1000,100,10,89.020000,0.000000,0.020000,0.020000,0.020000,0.020000,0.020000,0.020000,0.000000,0.014000,0.002000,-0.001000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.020000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,CLEAR,0,1000,100,10,95.190000,0.020000,0.020000,0.000000,0.020000,0.018000,0.014000,0.018000,0.020000,0.020000,0.020000,0.000000,0.020000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.020000,0.020000,-0.001000,0.000000,0.000000,0.019000,0.002000,0.000000,0.000000,0.020000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,CLEAR,0,1000,100,10,94.530000,-0.001000,0.020000,0.020000,0.000000,0.020000,0.007000,0.020000,0.020000,0.016000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012000,0.000000,0.000000,0.010000,0.000000,0.000000,0.018000,0.000000,0.000000,0.000000,0.004000,0.000000,0.000000,0.000000,0.002000,0.000000,-0.001000,0.000000,0.010000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,CLEAR,0,1000,100,10,90.200000,0.020000,0.020000,0.020000,0.000000,0.020000,0.020000,0.000000,0.000000,0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.010000,0.000000,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.004000,0.020000,0.000000,0.000000,0.018000,0.000000,0.000000,-0.001000,0.000000,-0.001000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,-0.001000
20,CLEAR,0,1000,100,10,91.010000,0.020000,0.020000,0.000000,0.020000,0.020000,0.019000,0.000000,0.002000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,-0.001000,0.000000,0.000000,0.001000,0.000000,0.000000,0.000000,0.000000,0.018000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,CLEAR,0,1000,100,10,89.110000,0.020000,0.015000,0.019000,-0.001000,0.017000,0.016000,0.020000,0.000000,0.020000,0.019000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.000000,-0.001000,0.000000,0.018000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000
22,CLEAR,0,1000,100,10,93.730000,0.000000,0.000000,0.020000,0.020000,-0.001000,0.020000,0.020000,0.013000,0.020000,0.020000,0.004000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.020000,0.014000,0.000000,0.020000,0.020000,0.003000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,-0.001000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,CLEAR,0,1000,100,10,95.070000,0.020000,0.020000,0.020000,0.008000,-0.001000,0.020000,0.020000,0.020000,0.020000,-0.001000,0.000000,0.020000,-0.001000,-0.001000,0.020000,0.020000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000,0.020000,0.020000,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000
24,CLEAR,0,1000,100,10,86.670000,0.004000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.008000,0.008000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007500,0.000000,0.000000,0.000000,-0.000500,-0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000500,0.000000,-0.000500,0.000000,0.008500,0.000000,0.000000,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000500
25,CLEAR,0,1000,100,10,91.720000,0.020000,0.020000,0.010000,0.020000,0.004000,0.000000,0.020000,0.020000,0.020000,0.020000,0.000000,0.000000,0.014000,-0.001000,0.000000,0.010000,-0.001000,0.000000,-0.001000,0.000000,-0.001000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000
26,CLEAR,0,1000,100,10,86.260000,0.020000,0.020000,0.019000,0.020000,0.020000,0.020000,0.020000,0.016000,0.020000,0.020000,0.020000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,CLEAR,0,1000,100,10,87.420000,0.009000,0.009000,0.009000,0.000000,0.009000,0.009000,0.009000,0.009000,0.009000,0.009000,0.009000,0.000000,0.000000,0.000000,0.001350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,CLEAR,0,1000,100,10,91.340000,0.000000,0.000000,0.020000,0.011000,0.020000,0.020000,0.020000,0.008000,0.000000,0.020000,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004000,0.000000,0.000000,0.000000,0.008000,-0.001000,0.002000,0.000000,0.014000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.012000,0.020000,0.000000,0.000000,0.004000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29,CLEAR,0,1000,100,10,91.360000,0.009000,0.009000,0.009000,0.009000,0.009000,-0.000450,0.009000,0.009000,0.009000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30,CLEAR,0,1000,100,10,92.190000,0.012000,0.020000,0.020000,0.020000,0.020000,0.020000,0.020000,0.020000,-0.001000,0.020000,-0.001000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31,CLEAR,0,1000,100,10,92.270000,0.020000,0.020000,0.020000,0.000000,0.020000,0.020000,0.020000,0.020000,0.002000,0.020000,0.000000,0.000000,0.020000,0.019000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.004000,0.000000,-0.001000,0.000000,-0.001000,0.020000,0.000000,0.000000,0.002000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.016000,0.000000,0.020000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32,CLEAR,0,1000,100,10,92.850000,0.000000,0.009000,0.000000,0.009000,0.009000,0.009000,0.000000,0.009000,0.009000,0.009000,0.008550,0.005850,-0.000450,0.000000,0.000000,0.000000,0.005850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001800,0.000000,0.000000,0.005850,0.000000,0.005850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33,CLEAR,0,1000,100,10,90.740000,0.000000,0.020000,0.020000,0.000000,0.020000,0.020000,0.020000,0.020000,0.019000,0.020000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34,CLEAR,0,1000,100,10,90.750000,0.020000,0.020000,0.020000,0.020000,0.020000,-0.001000,0.020000,0.020000,0.004000,0.006000,-0.001000,0.000000,0.000000,0.000000,0.002000,0.000000,0.000000,0.000000,0.003000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.020000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35,CLEAR,0,1000,100,10,89.570000,0.020000,0.020000,0.020000,0.006000,0.000000,0.020000,0.020000,0.020000,0.020000,0.020000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,-0.001000,0.020000,0.000000,0.020000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.008000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36,CLEAR,0,1000,100,10,87.620000,0.004000,0.016000,0.020000,0.020000,0.020000,0.000000,0.009000,0.014000,0.020000,0.020000,0.000000,0.000000,-0.001000,-0.001000,0.000000,0.000000,0.014000,0.002000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,0.002000,0.002000,0.000000,-0.001000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37,CLEAR,0,1000,100,10,94.720000,0.010000,0.010000,0.010000,0.010000,0.004000,0.010000,-0.000500,0.010000,0.010000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.000000,-0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,-0.000500,0.010000,-0.000500,0.010000,-0.000500,0.000000,-0.000500,0.000000,0.010000,0.000000,0.000000,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000,-0.000500,-0.000500,-0.000500,0.000000,0.000000,0.000000,0.000000
38,CLEAR,0,1000,100,10,89.880000,0.019000,0.020000,0.020000,0.020000,0.016000,0.012000,0.020000,0.020000,0.020000,0.020000,0.000000,0.000000,-0.001000,0.002000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39,CLEAR,0,1000,100,10,95.390000,-0.000500,-0.001000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.000000,0.000000,0.000000,0.010000,0.010000,0.010000,0.010000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000500,-0.000500,-0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000500,-0.000500,-0.000500
40,CLEAR,0,1000,100,10,91.990000,0.008000,0.003600,0.008000,0.008000,0.008000,0.008000,0.008000,0.008000,0.008000,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008000,0.000000,0.003200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41,CLEAR,0,1000,100,10,92.370000,0.005000,0.005000,0.005000,0.005000,0.005000,-0.000250,-0.000250,0.005000,-0.000250,0.005000,-0.000250,-0.000250,0.000000,-0.000250,-0.000250,-0.000250,-0.000250,0.000000,-0.000250,0.000000,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,0.000000,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250,-0.000250
42,CLEAR,0,1000,100,10,90.940000,0.020000,0.004000,0.020000,0.020000,0.000000,0.020000,0.016000,0.020000,0.020000,0.020000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000
43,CLEAR,0,1000,100,10,93.330000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.000000,0.010000,-0.001000,0.010000,0.000000,-0.000500,0.000000,-0.000500,-0.000500,0.010000,0.000000,-0.000500,0.000000,0.000000,-0.000500,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,-0.000500,0.000000,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000,-0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000500,0.000000,0.000000
44,CLEAR,0,1000,100,10,90.410000,0.020000,0.020000,-0.001000,0.018000,0.016000,0.020000,0.020000,0.020000,0.020000,0.020000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000
45,CLEAR,0,1000,100,10,92.740000,0.020000,0.000000,0.017000,0.020000,0.020000,0.000000,0.020000,0.020000,0.020000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.012000,0.000000,-0.001000,0.020000,0.009000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
46,CLEAR,0,1000,100,10,83.980000,-0.001000,0.020000,-0.001000,0.020000,0.020000,0.020000,0.018000,0.004000,0.020000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.004000,0.000000,0.003000,0.000000,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000
47,CLEAR,0,1000,100,10,88.170000,0.009000,0.000000,0.020000,0.018000,0.003000,0.020000,0.006000,0.020000,0.000000,0.020000,0.000000,0.000000,0.000000,0.003000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.006000,0.000000,0.008000,0.000000,-0.001000,0.010000,0.000000,0.000000,0.000000,0.000000,0.006000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
48,CLEAR,0,1000,100,10,90.450000,0.014000,0.020000,0.020000,0.020000,0.004000,0.019000,0.000000,0.014000,0.020000,0.000000,0.000000,0.016000,0.000000,0.000000,0.000000,0.000000,0.012000,0.000000,0.006000,0.002000,0.006000,0.020000,0.000000,0.000000,0.000000,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004000,0.017000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000,0.020000,-0.001000,0.000000,0.000000
